cowID,round,category,filename
125,20210625,good,20210625_125_under_1.tif
125,20210625,good,20210625_125_under_10.tif
125,20210625,good,20210625_125_under_103.tif
125,20210625,good,20210625_125_under_104.tif
125,20210625,good,20210625_125_under_105.tif
125,20210625,good,20210625_125_under_106.tif
125,20210625,good,20210625_125_under_107.tif
125,20210625,good,20210625_125_under_108.tif
125,20210625,good,20210625_125_under_109.tif
125,20210625,good,20210625_125_under_11.tif
125,20210625,good,20210625_125_under_110.tif
125,20210625,good,20210625_125_under_111.tif
125,20210625,good,20210625_125_under_112.tif
125,20210625,good,20210625_125_under_113.tif
125,20210625,good,20210625_125_under_114.tif
125,20210625,good,20210625_125_under_115.tif
125,20210625,good,20210625_125_under_116.tif
125,20210625,good,20210625_125_under_117.tif
125,20210625,good,20210625_125_under_118.tif
125,20210625,good,20210625_125_under_119.tif
125,20210625,good,20210625_125_under_12.tif
125,20210625,good,20210625_125_under_120.tif
125,20210625,good,20210625_125_under_121.tif
125,20210625,good,20210625_125_under_122.tif
125,20210625,good,20210625_125_under_123.tif
125,20210625,good,20210625_125_under_124.tif
125,20210625,good,20210625_125_under_125.tif
125,20210625,good,20210625_125_under_126.tif
125,20210625,good,20210625_125_under_127.tif
125,20210625,good,20210625_125_under_128.tif
125,20210625,good,20210625_125_under_129.tif
125,20210625,good,20210625_125_under_13.tif
125,20210625,good,20210625_125_under_130.tif
125,20210625,good,20210625_125_under_131.tif
125,20210625,good,20210625_125_under_132.tif
125,20210625,good,20210625_125_under_133.tif
125,20210625,good,20210625_125_under_134.tif
125,20210625,good,20210625_125_under_135.tif
125,20210625,good,20210625_125_under_136.tif
125,20210625,good,20210625_125_under_137.tif
125,20210625,good,20210625_125_under_138.tif
125,20210625,good,20210625_125_under_139.tif
125,20210625,good,20210625_125_under_14.tif
125,20210625,good,20210625_125_under_140.tif
125,20210625,good,20210625_125_under_141.tif
125,20210625,good,20210625_125_under_142.tif
125,20210625,good,20210625_125_under_143.tif
125,20210625,good,20210625_125_under_144.tif
125,20210625,good,20210625_125_under_145.tif
125,20210625,good,20210625_125_under_146.tif
125,20210625,good,20210625_125_under_147.tif
125,20210625,good,20210625_125_under_148.tif
125,20210625,good,20210625_125_under_149.tif
125,20210625,good,20210625_125_under_15.tif
125,20210625,good,20210625_125_under_150.tif
125,20210625,good,20210625_125_under_151.tif
125,20210625,good,20210625_125_under_152.tif
125,20210625,good,20210625_125_under_153.tif
125,20210625,good,20210625_125_under_154.tif
125,20210625,good,20210625_125_under_155.tif
125,20210625,good,20210625_125_under_16.tif
125,20210625,good,20210625_125_under_17.tif
125,20210625,good,20210625_125_under_18.tif
125,20210625,good,20210625_125_under_19.tif
125,20210625,good,20210625_125_under_2.tif
125,20210625,good,20210625_125_under_20.tif
125,20210625,good,20210625_125_under_21.tif
125,20210625,good,20210625_125_under_22.tif
125,20210625,good,20210625_125_under_23.tif
125,20210625,good,20210625_125_under_24.tif
125,20210625,good,20210625_125_under_25.tif
125,20210625,good,20210625_125_under_26.tif
125,20210625,good,20210625_125_under_27.tif
125,20210625,good,20210625_125_under_28.tif
125,20210625,good,20210625_125_under_29.tif
125,20210625,good,20210625_125_under_3.tif
125,20210625,good,20210625_125_under_30.tif
125,20210625,good,20210625_125_under_31.tif
125,20210625,good,20210625_125_under_32.tif
125,20210625,good,20210625_125_under_33.tif
125,20210625,good,20210625_125_under_34.tif
125,20210625,good,20210625_125_under_35.tif
125,20210625,good,20210625_125_under_36.tif
125,20210625,good,20210625_125_under_37.tif
125,20210625,good,20210625_125_under_38.tif
125,20210625,good,20210625_125_under_39.tif
125,20210625,good,20210625_125_under_4.tif
125,20210625,good,20210625_125_under_40.tif
125,20210625,good,20210625_125_under_41.tif
125,20210625,good,20210625_125_under_42.tif
125,20210625,good,20210625_125_under_43.tif
125,20210625,good,20210625_125_under_44.tif
125,20210625,good,20210625_125_under_444.tif
125,20210625,good,20210625_125_under_45.tif
125,20210625,good,20210625_125_under_450.tif
125,20210625,good,20210625_125_under_451.tif
125,20210625,good,20210625_125_under_452.tif
125,20210625,good,20210625_125_under_453.tif
125,20210625,good,20210625_125_under_454.tif
125,20210625,good,20210625_125_under_455.tif
125,20210625,good,20210625_125_under_456.tif
125,20210625,good,20210625_125_under_457.tif
125,20210625,good,20210625_125_under_458.tif
125,20210625,good,20210625_125_under_459.tif
125,20210625,good,20210625_125_under_46.tif
125,20210625,good,20210625_125_under_460.tif
125,20210625,good,20210625_125_under_461.tif
125,20210625,good,20210625_125_under_462.tif
125,20210625,good,20210625_125_under_463.tif
125,20210625,good,20210625_125_under_464.tif
125,20210625,good,20210625_125_under_465.tif
125,20210625,good,20210625_125_under_466.tif
125,20210625,good,20210625_125_under_467.tif
125,20210625,good,20210625_125_under_468.tif
125,20210625,good,20210625_125_under_469.tif
125,20210625,good,20210625_125_under_47.tif
125,20210625,good,20210625_125_under_470.tif
125,20210625,good,20210625_125_under_471.tif
125,20210625,good,20210625_125_under_472.tif
125,20210625,good,20210625_125_under_473.tif
125,20210625,good,20210625_125_under_474.tif
125,20210625,good,20210625_125_under_475.tif
125,20210625,good,20210625_125_under_476.tif
125,20210625,good,20210625_125_under_477.tif
125,20210625,good,20210625_125_under_478.tif
125,20210625,good,20210625_125_under_479.tif
125,20210625,good,20210625_125_under_48.tif
125,20210625,good,20210625_125_under_480.tif
125,20210625,good,20210625_125_under_481.tif
125,20210625,good,20210625_125_under_482.tif
125,20210625,good,20210625_125_under_483.tif
125,20210625,good,20210625_125_under_484.tif
125,20210625,good,20210625_125_under_485.tif
125,20210625,good,20210625_125_under_486.tif
125,20210625,good,20210625_125_under_487.tif
125,20210625,good,20210625_125_under_488.tif
125,20210625,good,20210625_125_under_489.tif
125,20210625,good,20210625_125_under_49.tif
125,20210625,good,20210625_125_under_490.tif
125,20210625,good,20210625_125_under_491.tif
125,20210625,good,20210625_125_under_492.tif
125,20210625,good,20210625_125_under_493.tif
125,20210625,good,20210625_125_under_494.tif
125,20210625,good,20210625_125_under_5.tif
125,20210625,good,20210625_125_under_50.tif
125,20210625,good,20210625_125_under_51.tif
125,20210625,good,20210625_125_under_52.tif
125,20210625,good,20210625_125_under_53.tif
125,20210625,good,20210625_125_under_54.tif
125,20210625,good,20210625_125_under_55.tif
125,20210625,good,20210625_125_under_56.tif
125,20210625,good,20210625_125_under_57.tif
125,20210625,good,20210625_125_under_58.tif
125,20210625,good,20210625_125_under_59.tif
125,20210625,good,20210625_125_under_6.tif
125,20210625,good,20210625_125_under_60.tif
125,20210625,good,20210625_125_under_61.tif
125,20210625,good,20210625_125_under_62.tif
125,20210625,good,20210625_125_under_63.tif
125,20210625,good,20210625_125_under_64.tif
125,20210625,good,20210625_125_under_65.tif
125,20210625,good,20210625_125_under_66.tif
125,20210625,good,20210625_125_under_67.tif
125,20210625,good,20210625_125_under_68.tif
125,20210625,good,20210625_125_under_69.tif
125,20210625,good,20210625_125_under_7.tif
125,20210625,good,20210625_125_under_70.tif
125,20210625,good,20210625_125_under_71.tif
125,20210625,good,20210625_125_under_72.tif
125,20210625,good,20210625_125_under_73.tif
125,20210625,good,20210625_125_under_74.tif
125,20210625,good,20210625_125_under_75.tif
125,20210625,good,20210625_125_under_76.tif
125,20210625,good,20210625_125_under_77.tif
125,20210625,good,20210625_125_under_78.tif
125,20210625,good,20210625_125_under_79.tif
125,20210625,good,20210625_125_under_8.tif
125,20210625,good,20210625_125_under_80.tif
125,20210625,good,20210625_125_under_9.tif
143,20210625,good,20210625_143_under_1.tif
143,20210625,good,20210625_143_under_10.tif
143,20210625,good,20210625_143_under_11.tif
143,20210625,good,20210625_143_under_12.tif
143,20210625,good,20210625_143_under_13.tif
143,20210625,good,20210625_143_under_14.tif
143,20210625,good,20210625_143_under_15.tif
143,20210625,good,20210625_143_under_16.tif
143,20210625,good,20210625_143_under_17.tif
143,20210625,good,20210625_143_under_18.tif
143,20210625,good,20210625_143_under_19.tif
143,20210625,good,20210625_143_under_2.tif
143,20210625,good,20210625_143_under_20.tif
143,20210625,good,20210625_143_under_21.tif
143,20210625,good,20210625_143_under_22.tif
143,20210625,good,20210625_143_under_23.tif
143,20210625,good,20210625_143_under_24.tif
143,20210625,good,20210625_143_under_25.tif
143,20210625,good,20210625_143_under_26.tif
143,20210625,good,20210625_143_under_27.tif
143,20210625,good,20210625_143_under_28.tif
143,20210625,good,20210625_143_under_29.tif
143,20210625,good,20210625_143_under_3.tif
143,20210625,good,20210625_143_under_30.tif
143,20210625,good,20210625_143_under_31.tif
143,20210625,good,20210625_143_under_32.tif
143,20210625,good,20210625_143_under_33.tif
143,20210625,good,20210625_143_under_34.tif
143,20210625,good,20210625_143_under_35.tif
143,20210625,good,20210625_143_under_36.tif
143,20210625,good,20210625_143_under_37.tif
143,20210625,good,20210625_143_under_38.tif
143,20210625,good,20210625_143_under_39.tif
143,20210625,good,20210625_143_under_4.tif
143,20210625,good,20210625_143_under_40.tif
143,20210625,good,20210625_143_under_41.tif
143,20210625,good,20210625_143_under_42.tif
143,20210625,good,20210625_143_under_43.tif
143,20210625,good,20210625_143_under_44.tif
143,20210625,good,20210625_143_under_45.tif
143,20210625,good,20210625_143_under_46.tif
143,20210625,good,20210625_143_under_47.tif
143,20210625,good,20210625_143_under_48.tif
143,20210625,good,20210625_143_under_49.tif
143,20210625,good,20210625_143_under_5.tif
143,20210625,good,20210625_143_under_6.tif
143,20210625,good,20210625_143_under_7.tif
143,20210625,good,20210625_143_under_8.tif
143,20210625,good,20210625_143_under_9.tif
149,20210625,good,20210625_149_under_1.tif
149,20210625,good,20210625_149_under_10.tif
149,20210625,good,20210625_149_under_11.tif
149,20210625,good,20210625_149_under_12.tif
149,20210625,good,20210625_149_under_13.tif
149,20210625,good,20210625_149_under_14.tif
149,20210625,good,20210625_149_under_15.tif
149,20210625,good,20210625_149_under_16.tif
149,20210625,good,20210625_149_under_17.tif
149,20210625,good,20210625_149_under_18.tif
149,20210625,good,20210625_149_under_19.tif
149,20210625,good,20210625_149_under_2.tif
149,20210625,good,20210625_149_under_20.tif
149,20210625,good,20210625_149_under_21.tif
149,20210625,good,20210625_149_under_22.tif
149,20210625,good,20210625_149_under_23.tif
149,20210625,good,20210625_149_under_24.tif
149,20210625,good,20210625_149_under_25.tif
149,20210625,good,20210625_149_under_26.tif
149,20210625,good,20210625_149_under_27.tif
149,20210625,good,20210625_149_under_28.tif
149,20210625,good,20210625_149_under_29.tif
149,20210625,good,20210625_149_under_3.tif
149,20210625,good,20210625_149_under_30.tif
149,20210625,good,20210625_149_under_31.tif
149,20210625,good,20210625_149_under_32.tif
149,20210625,good,20210625_149_under_33.tif
149,20210625,good,20210625_149_under_34.tif
149,20210625,good,20210625_149_under_35.tif
149,20210625,good,20210625_149_under_36.tif
149,20210625,good,20210625_149_under_37.tif
149,20210625,good,20210625_149_under_38.tif
149,20210625,good,20210625_149_under_39.tif
149,20210625,good,20210625_149_under_4.tif
149,20210625,good,20210625_149_under_40.tif
149,20210625,good,20210625_149_under_41.tif
149,20210625,good,20210625_149_under_42.tif
149,20210625,good,20210625_149_under_43.tif
149,20210625,good,20210625_149_under_44.tif
149,20210625,good,20210625_149_under_45.tif
149,20210625,good,20210625_149_under_46.tif
149,20210625,good,20210625_149_under_47.tif
149,20210625,good,20210625_149_under_48.tif
149,20210625,good,20210625_149_under_49.tif
149,20210625,good,20210625_149_under_5.tif
149,20210625,good,20210625_149_under_50.tif
149,20210625,good,20210625_149_under_51.tif
149,20210625,good,20210625_149_under_52.tif
149,20210625,good,20210625_149_under_53.tif
149,20210625,good,20210625_149_under_54.tif
149,20210625,good,20210625_149_under_55.tif
149,20210625,good,20210625_149_under_56.tif
149,20210625,good,20210625_149_under_57.tif
149,20210625,good,20210625_149_under_58.tif
149,20210625,good,20210625_149_under_59.tif
149,20210625,good,20210625_149_under_6.tif
149,20210625,good,20210625_149_under_60.tif
149,20210625,good,20210625_149_under_61.tif
149,20210625,good,20210625_149_under_62.tif
149,20210625,good,20210625_149_under_63.tif
149,20210625,good,20210625_149_under_64.tif
149,20210625,good,20210625_149_under_65.tif
149,20210625,good,20210625_149_under_66.tif
149,20210625,good,20210625_149_under_67.tif
149,20210625,good,20210625_149_under_68.tif
149,20210625,good,20210625_149_under_69.tif
149,20210625,good,20210625_149_under_7.tif
149,20210625,good,20210625_149_under_70.tif
149,20210625,good,20210625_149_under_71.tif
149,20210625,good,20210625_149_under_72.tif
149,20210625,good,20210625_149_under_73.tif
149,20210625,good,20210625_149_under_74.tif
149,20210625,good,20210625_149_under_75.tif
149,20210625,good,20210625_149_under_76.tif
149,20210625,good,20210625_149_under_77.tif
149,20210625,good,20210625_149_under_78.tif
149,20210625,good,20210625_149_under_79.tif
149,20210625,good,20210625_149_under_8.tif
149,20210625,good,20210625_149_under_80.tif
149,20210625,good,20210625_149_under_81.tif
149,20210625,good,20210625_149_under_82.tif
149,20210625,good,20210625_149_under_83.tif
149,20210625,good,20210625_149_under_84.tif
149,20210625,good,20210625_149_under_85.tif
149,20210625,good,20210625_149_under_86.tif
149,20210625,good,20210625_149_under_87.tif
149,20210625,good,20210625_149_under_88.tif
149,20210625,good,20210625_149_under_89.tif
149,20210625,good,20210625_149_under_9.tif
149,20210625,good,20210625_149_under_90.tif
149,20210625,good,20210625_149_under_91.tif
149,20210625,good,20210625_149_under_92.tif
149,20210625,good,20210625_149_under_93.tif
149,20210625,good,20210625_149_under_94.tif
149,20210625,good,20210625_149_under_95.tif
149,20210625,good,20210625_149_under_96.tif
161,20210625,good,20210625_161_under_110.tif
161,20210625,good,20210625_161_under_117.tif
161,20210625,good,20210625_161_under_118.tif
161,20210625,good,20210625_161_under_119.tif
161,20210625,good,20210625_161_under_120.tif
161,20210625,good,20210625_161_under_121.tif
161,20210625,good,20210625_161_under_122.tif
161,20210625,good,20210625_161_under_123.tif
161,20210625,good,20210625_161_under_124.tif
161,20210625,good,20210625_161_under_125.tif
161,20210625,good,20210625_161_under_126.tif
161,20210625,good,20210625_161_under_127.tif
161,20210625,good,20210625_161_under_128.tif
161,20210625,good,20210625_161_under_129.tif
161,20210625,good,20210625_161_under_130.tif
161,20210625,good,20210625_161_under_131.tif
161,20210625,good,20210625_161_under_132.tif
161,20210625,good,20210625_161_under_133.tif
161,20210625,good,20210625_161_under_134.tif
161,20210625,good,20210625_161_under_135.tif
161,20210625,good,20210625_161_under_136.tif
161,20210625,good,20210625_161_under_137.tif
161,20210625,good,20210625_161_under_138.tif
161,20210625,good,20210625_161_under_139.tif
161,20210625,good,20210625_161_under_140.tif
161,20210625,good,20210625_161_under_141.tif
161,20210625,good,20210625_161_under_142.tif
161,20210625,good,20210625_161_under_143.tif
161,20210625,good,20210625_161_under_144.tif
161,20210625,good,20210625_161_under_145.tif
161,20210625,good,20210625_161_under_146.tif
161,20210625,good,20210625_161_under_147.tif
161,20210625,good,20210625_161_under_148.tif
161,20210625,good,20210625_161_under_149.tif
161,20210625,good,20210625_161_under_150.tif
161,20210625,good,20210625_161_under_151.tif
161,20210625,good,20210625_161_under_152.tif
161,20210625,good,20210625_161_under_153.tif
161,20210625,good,20210625_161_under_154.tif
161,20210625,good,20210625_161_under_155.tif
161,20210625,good,20210625_161_under_156.tif
161,20210625,good,20210625_161_under_157.tif
161,20210625,good,20210625_161_under_158.tif
161,20210625,good,20210625_161_under_159.tif
161,20210625,good,20210625_161_under_160.tif
161,20210625,good,20210625_161_under_161.tif
161,20210625,good,20210625_161_under_162.tif
161,20210625,good,20210625_161_under_163.tif
161,20210625,good,20210625_161_under_164.tif
161,20210625,good,20210625_161_under_165.tif
161,20210625,good,20210625_161_under_166.tif
161,20210625,good,20210625_161_under_167.tif
161,20210625,good,20210625_161_under_168.tif
161,20210625,good,20210625_161_under_169.tif
161,20210625,good,20210625_161_under_170.tif
161,20210625,good,20210625_161_under_171.tif
161,20210625,good,20210625_161_under_172.tif
161,20210625,good,20210625_161_under_173.tif
161,20210625,good,20210625_161_under_174.tif
161,20210625,good,20210625_161_under_175.tif
161,20210625,good,20210625_161_under_176.tif
161,20210625,good,20210625_161_under_177.tif
161,20210625,good,20210625_161_under_178.tif
161,20210625,good,20210625_161_under_179.tif
161,20210625,good,20210625_161_under_180.tif
161,20210625,good,20210625_161_under_181.tif
161,20210625,good,20210625_161_under_182.tif
161,20210625,good,20210625_161_under_183.tif
161,20210625,good,20210625_161_under_184.tif
161,20210625,good,20210625_161_under_185.tif
161,20210625,good,20210625_161_under_186.tif
161,20210625,good,20210625_161_under_187.tif
161,20210625,good,20210625_161_under_188.tif
161,20210625,good,20210625_161_under_189.tif
161,20210625,good,20210625_161_under_190.tif
161,20210625,good,20210625_161_under_191.tif
161,20210625,good,20210625_161_under_192.tif
161,20210625,good,20210625_161_under_193.tif
161,20210625,good,20210625_161_under_194.tif
161,20210625,good,20210625_161_under_195.tif
161,20210625,good,20210625_161_under_196.tif
161,20210625,good,20210625_161_under_197.tif
161,20210625,good,20210625_161_under_198.tif
161,20210625,good,20210625_161_under_199.tif
161,20210625,good,20210625_161_under_200.tif
161,20210625,good,20210625_161_under_201.tif
161,20210625,good,20210625_161_under_202.tif
161,20210625,good,20210625_161_under_203.tif
161,20210625,good,20210625_161_under_204.tif
161,20210625,good,20210625_161_under_205.tif
161,20210625,good,20210625_161_under_206.tif
161,20210625,good,20210625_161_under_207.tif
161,20210625,good,20210625_161_under_208.tif
161,20210625,good,20210625_161_under_209.tif
161,20210625,good,20210625_161_under_210.tif
161,20210625,good,20210625_161_under_211.tif
161,20210625,good,20210625_161_under_212.tif
161,20210625,good,20210625_161_under_213.tif
161,20210625,good,20210625_161_under_214.tif
161,20210625,good,20210625_161_under_215.tif
161,20210625,good,20210625_161_under_216.tif
161,20210625,good,20210625_161_under_217.tif
161,20210625,good,20210625_161_under_218.tif
161,20210625,good,20210625_161_under_219.tif
161,20210625,good,20210625_161_under_220.tif
161,20210625,good,20210625_161_under_221.tif
161,20210625,good,20210625_161_under_222.tif
161,20210625,good,20210625_161_under_223.tif
161,20210625,good,20210625_161_under_224.tif
161,20210625,good,20210625_161_under_225.tif
161,20210625,good,20210625_161_under_226.tif
161,20210625,good,20210625_161_under_227.tif
161,20210625,good,20210625_161_under_228.tif
161,20210625,good,20210625_161_under_229.tif
161,20210625,good,20210625_161_under_230.tif
161,20210625,good,20210625_161_under_231.tif
161,20210625,good,20210625_161_under_232.tif
161,20210625,good,20210625_161_under_233.tif
161,20210625,good,20210625_161_under_234.tif
161,20210625,good,20210625_161_under_235.tif
161,20210625,good,20210625_161_under_236.tif
161,20210625,good,20210625_161_under_237.tif
161,20210625,good,20210625_161_under_238.tif
161,20210625,good,20210625_161_under_239.tif
161,20210625,good,20210625_161_under_240.tif
161,20210625,good,20210625_161_under_241.tif
161,20210625,good,20210625_161_under_242.tif
161,20210625,good,20210625_161_under_243.tif
161,20210625,good,20210625_161_under_244.tif
161,20210625,good,20210625_161_under_33.tif
161,20210625,good,20210625_161_under_34.tif
161,20210625,good,20210625_161_under_35.tif
161,20210625,good,20210625_161_under_36.tif
161,20210625,good,20210625_161_under_37.tif
161,20210625,good,20210625_161_under_38.tif
161,20210625,good,20210625_161_under_39.tif
161,20210625,good,20210625_161_under_40.tif
161,20210625,good,20210625_161_under_41.tif
161,20210625,good,20210625_161_under_42.tif
161,20210625,good,20210625_161_under_43.tif
161,20210625,good,20210625_161_under_44.tif
161,20210625,good,20210625_161_under_45.tif
7916,20210625,good,20210625_7916_under_1.tif
7916,20210625,good,20210625_7916_under_10.tif
7916,20210625,good,20210625_7916_under_178.tif
7916,20210625,good,20210625_7916_under_179.tif
7916,20210625,good,20210625_7916_under_180.tif
7916,20210625,good,20210625_7916_under_181.tif
7916,20210625,good,20210625_7916_under_182.tif
7916,20210625,good,20210625_7916_under_183.tif
7916,20210625,good,20210625_7916_under_184.tif
7916,20210625,good,20210625_7916_under_185.tif
7916,20210625,good,20210625_7916_under_186.tif
7916,20210625,good,20210625_7916_under_187.tif
7916,20210625,good,20210625_7916_under_188.tif
7916,20210625,good,20210625_7916_under_189.tif
7916,20210625,good,20210625_7916_under_190.tif
7916,20210625,good,20210625_7916_under_191.tif
7916,20210625,good,20210625_7916_under_192.tif
7916,20210625,good,20210625_7916_under_193.tif
7916,20210625,good,20210625_7916_under_194.tif
7916,20210625,good,20210625_7916_under_195.tif
7916,20210625,good,20210625_7916_under_196.tif
7916,20210625,good,20210625_7916_under_197.tif
7916,20210625,good,20210625_7916_under_198.tif
7916,20210625,good,20210625_7916_under_199.tif
7916,20210625,good,20210625_7916_under_2.tif
7916,20210625,good,20210625_7916_under_200.tif
7916,20210625,good,20210625_7916_under_201.tif
7916,20210625,good,20210625_7916_under_202.tif
7916,20210625,good,20210625_7916_under_203.tif
7916,20210625,good,20210625_7916_under_204.tif
7916,20210625,good,20210625_7916_under_205.tif
7916,20210625,good,20210625_7916_under_206.tif
7916,20210625,good,20210625_7916_under_207.tif
7916,20210625,good,20210625_7916_under_208.tif
7916,20210625,good,20210625_7916_under_209.tif
7916,20210625,good,20210625_7916_under_210.tif
7916,20210625,good,20210625_7916_under_211.tif
7916,20210625,good,20210625_7916_under_212.tif
7916,20210625,good,20210625_7916_under_213.tif
7916,20210625,good,20210625_7916_under_214.tif
7916,20210625,good,20210625_7916_under_215.tif
7916,20210625,good,20210625_7916_under_216.tif
7916,20210625,good,20210625_7916_under_217.tif
7916,20210625,good,20210625_7916_under_218.tif
7916,20210625,good,20210625_7916_under_219.tif
7916,20210625,good,20210625_7916_under_220.tif
7916,20210625,good,20210625_7916_under_221.tif
7916,20210625,good,20210625_7916_under_222.tif
7916,20210625,good,20210625_7916_under_223.tif
7916,20210625,good,20210625_7916_under_224.tif
7916,20210625,good,20210625_7916_under_225.tif
7916,20210625,good,20210625_7916_under_226.tif
7916,20210625,good,20210625_7916_under_227.tif
7916,20210625,good,20210625_7916_under_228.tif
7916,20210625,good,20210625_7916_under_229.tif
7916,20210625,good,20210625_7916_under_230.tif
7916,20210625,good,20210625_7916_under_231.tif
7916,20210625,good,20210625_7916_under_232.tif
7916,20210625,good,20210625_7916_under_233.tif
7916,20210625,good,20210625_7916_under_234.tif
7916,20210625,good,20210625_7916_under_235.tif
7916,20210625,good,20210625_7916_under_236.tif
7916,20210625,good,20210625_7916_under_237.tif
7916,20210625,good,20210625_7916_under_238.tif
7916,20210625,good,20210625_7916_under_239.tif
7916,20210625,good,20210625_7916_under_240.tif
7916,20210625,good,20210625_7916_under_241.tif
7916,20210625,good,20210625_7916_under_242.tif
7916,20210625,good,20210625_7916_under_243.tif
7916,20210625,good,20210625_7916_under_244.tif
7916,20210625,good,20210625_7916_under_245.tif
7916,20210625,good,20210625_7916_under_246.tif
7916,20210625,good,20210625_7916_under_247.tif
7916,20210625,good,20210625_7916_under_248.tif
7916,20210625,good,20210625_7916_under_249.tif
7916,20210625,good,20210625_7916_under_250.tif
7916,20210625,good,20210625_7916_under_251.tif
7916,20210625,good,20210625_7916_under_252.tif
7916,20210625,good,20210625_7916_under_253.tif
7916,20210625,good,20210625_7916_under_254.tif
7916,20210625,good,20210625_7916_under_255.tif
7916,20210625,good,20210625_7916_under_256.tif
7916,20210625,good,20210625_7916_under_257.tif
7916,20210625,good,20210625_7916_under_258.tif
7916,20210625,good,20210625_7916_under_259.tif
7916,20210625,good,20210625_7916_under_260.tif
7916,20210625,good,20210625_7916_under_261.tif
7916,20210625,good,20210625_7916_under_262.tif
7916,20210625,good,20210625_7916_under_263.tif
7916,20210625,good,20210625_7916_under_264.tif
